ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-7faf10,A-600734,2023-09-01 00:00:00,2023-09-03 00:00:00,52.00,medium,79,,f
T-b9f162,A-20736a,2024-12-01 00:00:00,2024-12-03 00:00:00,57.00,high,131,4,f
T-29acb7,A-68f37c,2023-05-07 00:00:00,2023-05-07 00:00:00,21.00,urgent,76,,f
T-1a05b7,A-2446e3,2024-02-08 00:00:00,2024-02-08 00:00:00,6.00,urgent,111,3,f
T-202a0d,A-17939a,2023-12-30 00:00:00,2023-12-31 00:00:00,34.00,medium,7,,f
T-c44351,A-4d1e75,2024-04-29 00:00:00,2024-04-30 00:00:00,27.00,medium,24,4,f
T-5c1ed6,A-de58ca,2023-05-08 00:00:00,2023-05-08 00:00:00,12.00,low,148,3,f
T-e2e929,A-b07b56,2023-04-30 00:00:00,2023-05-01 00:00:00,28.00,high,43,3,f
T-99e0a1,A-378b99,2023-12-01 00:00:00,2023-12-02 00:00:00,28.00,low,110,,f
T-ffc8ec,A-43a9e3,2024-06-26 00:00:00,2024-06-27 00:00:00,35.00,medium,41,3,f
T-12b388,A-0354fe,2024-11-07 00:00:00,2024-11-07 00:00:00,15.00,medium,14,,f
T-3b6d69,A-ba6516,2024-06-24 00:00:00,2024-06-26 00:00:00,60.00,medium,90,4,f
T-dd2674,A-3932db,2024-01-28 00:00:00,2024-01-28 00:00:00,19.00,high,158,5,f
T-ae22ba,A-bb3bd4,2023-10-14 00:00:00,2023-10-14 00:00:00,3.00,low,178,4,f
T-34421f,A-02fac6,2024-05-18 00:00:00,2024-05-18 00:00:00,16.00,high,179,3,f
T-1018b1,A-1619f8,2024-02-12 00:00:00,2024-02-12 00:00:00,20.00,medium,89,,f
T-474619,A-139c3b,2023-10-08 00:00:00,2023-10-08 00:00:00,3.00,medium,88,5,f
T-f925c6,A-425e76,2023-02-14 00:00:00,2023-02-14 00:00:00,16.00,high,162,4,t
T-b6633c,A-02fac6,2024-02-18 00:00:00,2024-02-19 00:00:00,34.00,urgent,107,,f
T-7ddfa5,A-977ca0,2023-09-30 00:00:00,2023-10-02 00:00:00,56.00,high,117,,f
T-0a1945,A-798a3f,2024-10-30 00:00:00,2024-10-30 00:00:00,7.00,urgent,34,4,f
T-5dbf5b,A-7cfe77,2023-03-15 00:00:00,2023-03-16 00:00:00,38.00,high,154,3,f
T-ecf597,A-d42431,2023-01-29 00:00:00,2023-01-29 00:00:00,10.00,high,174,3,f
T-cb2104,A-fb186e,2023-06-03 00:00:00,2023-06-03 00:00:00,9.00,low,6,5,f
T-235e0a,A-ce66f8,2023-05-17 00:00:00,2023-05-19 00:00:00,70.00,medium,107,,f
T-9369c9,A-e351e1,2024-08-18 00:00:00,2024-08-19 00:00:00,41.00,urgent,51,3,f
T-86a1f6,A-bb2f49,2024-01-20 00:00:00,2024-01-21 00:00:00,35.00,high,162,4,f
T-1ba73b,A-e40f45,2023-11-20 00:00:00,2023-11-20 00:00:00,3.00,medium,75,3,f
T-c863f8,A-94f8c9,2023-11-12 00:00:00,2023-11-14 00:00:00,69.00,low,141,5,f
T-1ea354,A-ae052e,2023-12-07 00:00:00,2023-12-07 00:00:00,12.00,urgent,48,,f
T-611c1e,A-8e47ca,2023-03-09 00:00:00,2023-03-09 00:00:00,4.00,high,17,3,f
T-6047ed,A-c45b23,2024-04-23 00:00:00,2024-04-25 00:00:00,61.00,high,25,,f
T-47ef6b,A-712426,2023-10-17 00:00:00,2023-10-17 00:00:00,1.00,medium,43,,f
T-2e8d9d,A-9ee962,2023-04-15 00:00:00,2023-04-15 00:00:00,8.00,low,31,,f
T-c400c4,A-7f6b86,2023-05-18 00:00:00,2023-05-18 00:00:00,15.00,high,39,,f
T-520606,A-43a9e3,2023-01-15 00:00:00,2023-01-15 00:00:00,15.00,urgent,89,5,f
T-3f5174,A-a7bd4b,2024-06-07 00:00:00,2024-06-08 00:00:00,42.00,high,98,3,f
T-3a9f01,A-038089,2023-10-10 00:00:00,2023-10-12 00:00:00,61.00,urgent,32,3,f
T-91bbd1,A-427b69,2024-05-06 00:00:00,2024-05-08 00:00:00,57.00,urgent,120,3,f
T-72bc99,A-ff3c73,2023-03-08 00:00:00,2023-03-08 00:00:00,5.00,urgent,116,4,f
T-f29fb2,A-186a44,2024-03-30 00:00:00,2024-04-01 00:00:00,53.00,medium,103,,f
T-a01218,A-075038,2023-03-18 00:00:00,2023-03-20 00:00:00,50.00,high,104,3,f
T-463295,A-3a7284,2023-02-14 00:00:00,2023-02-16 00:00:00,61.00,urgent,152,3,f
T-464084,A-1f0636,2024-04-27 00:00:00,2024-04-29 00:00:00,60.00,high,82,4,f
T-2188d7,A-f5641b,2023-05-31 00:00:00,2023-05-31 00:00:00,4.00,urgent,46,3,f
T-474315,A-bb3bd4,2024-03-01 00:00:00,2024-03-02 00:00:00,41.00,urgent,139,4,f
T-9bb199,A-af0cd2,2024-04-23 00:00:00,2024-04-25 00:00:00,69.00,urgent,152,,f
T-bd38ae,A-5a184f,2023-09-25 00:00:00,2023-09-25 00:00:00,5.00,medium,38,4,f
T-6e3b72,A-3b5cd1,2023-01-27 00:00:00,2023-01-27 00:00:00,3.00,medium,22,,f
T-be97e7,A-7d514c,2024-03-20 00:00:00,2024-03-20 00:00:00,5.00,low,87,5,f
T-5ceae7,A-92a3af,2024-06-13 00:00:00,2024-06-14 00:00:00,31.00,high,10,3,f
T-b4c569,A-b48f73,2023-11-06 00:00:00,2023-11-06 00:00:00,1.00,high,4,5,f
T-095fc4,A-9208f0,2023-03-01 00:00:00,2023-03-02 00:00:00,40.00,urgent,100,,f
T-e6b94b,A-7cfe77,2024-10-12 00:00:00,2024-10-13 00:00:00,47.00,low,143,3,f
T-832df9,A-88c6ca,2023-02-26 00:00:00,2023-02-28 00:00:00,56.00,urgent,12,,f
T-0ceebb,A-72799b,2024-09-06 00:00:00,2024-09-08 00:00:00,55.00,high,104,5,f
T-e6ff26,A-4e960a,2024-12-08 00:00:00,2024-12-08 00:00:00,20.00,urgent,130,,f
T-69f219,A-9289f6,2024-12-16 00:00:00,2024-12-18 00:00:00,64.00,high,26,,f
T-688401,A-1e1b80,2024-03-30 00:00:00,2024-03-31 00:00:00,34.00,high,94,3,f
T-7620e2,A-54ecc2,2023-07-28 00:00:00,2023-07-29 00:00:00,33.00,high,129,,f
T-10020f,A-3932db,2023-08-24 00:00:00,2023-08-25 00:00:00,28.00,urgent,71,,f
T-a2eb91,A-4c56c9,2024-01-12 00:00:00,2024-01-14 00:00:00,58.00,medium,136,,f
T-57fa50,A-104f1a,2023-05-25 00:00:00,2023-05-27 00:00:00,53.00,high,118,5,f
T-b9b80b,A-afa505,2024-06-24 00:00:00,2024-06-26 00:00:00,57.00,urgent,49,3,t
T-dd1f11,A-bcbe98,2024-09-16 00:00:00,2024-09-17 00:00:00,34.00,medium,71,,f
T-c46a1b,A-86cdb4,2023-11-07 00:00:00,2023-11-08 00:00:00,31.00,medium,119,5,f
T-7048cb,A-adc1f3,2023-03-10 00:00:00,2023-03-10 00:00:00,1.00,low,41,3,f
T-65bdba,A-8ae05d,2023-08-06 00:00:00,2023-08-07 00:00:00,47.00,high,48,4,f
T-da9797,A-bc87bc,2024-10-01 00:00:00,2024-10-02 00:00:00,45.00,high,160,3,f
T-c786ff,A-c222ab,2024-12-26 00:00:00,2024-12-27 00:00:00,39.00,urgent,152,,f
T-f39a06,A-96e141,2024-03-07 00:00:00,2024-03-09 00:00:00,70.00,medium,58,,f
T-5a8cb8,A-9affe6,2024-08-19 00:00:00,2024-08-21 00:00:00,64.00,low,51,,f
T-580c71,A-068fc6,2023-04-15 00:00:00,2023-04-15 00:00:00,9.00,urgent,156,,f
T-2a19c6,A-52dd88,2023-12-14 00:00:00,2023-12-17 00:00:00,72.00,low,111,,f
T-836ae9,A-410e86,2023-12-22 00:00:00,2023-12-24 00:00:00,70.00,low,130,,f
T-895101,A-37f969,2024-04-12 00:00:00,2024-04-12 00:00:00,5.00,urgent,19,,f
T-203b1e,A-69b156,2024-06-12 00:00:00,2024-06-14 00:00:00,48.00,high,92,4,f
T-6da9bc,A-396e5f,2024-12-10 00:00:00,2024-12-12 00:00:00,60.00,high,49,4,t
T-0d73d3,A-ef84cf,2024-03-11 00:00:00,2024-03-13 00:00:00,59.00,low,143,,f
T-0f0bde,A-e888d1,2024-09-24 00:00:00,2024-09-26 00:00:00,51.00,medium,168,4,f
T-b14d75,A-7641d3,2023-03-08 00:00:00,2023-03-10 00:00:00,52.00,medium,115,5,t
T-8580fd,A-3a5ad8,2023-06-09 00:00:00,2023-06-11 00:00:00,50.00,urgent,149,,f
T-52fdaf,A-e08cd3,2023-04-21 00:00:00,2023-04-23 00:00:00,51.00,urgent,23,3,f
T-0648e6,A-0e966d,2024-12-01 00:00:00,2024-12-01 00:00:00,12.00,low,113,4,f
T-d93bf8,A-32728c,2023-01-25 00:00:00,2023-01-26 00:00:00,40.00,medium,51,3,f
T-718543,A-f03140,2023-01-28 00:00:00,2023-01-30 00:00:00,65.00,urgent,46,3,f
T-a61271,A-05d3b3,2024-11-03 00:00:00,2024-11-05 00:00:00,64.00,urgent,3,,f
T-0766ec,A-e351e1,2024-12-29 00:00:00,2024-12-29 00:00:00,5.00,low,100,3,f
T-738fd8,A-7920cc,2024-03-15 00:00:00,2024-03-15 00:00:00,5.00,low,94,3,f
T-3b09c6,A-49b828,2023-11-04 00:00:00,2023-11-05 00:00:00,26.00,medium,93,,f
T-946568,A-e40f45,2023-01-02 00:00:00,2023-01-03 00:00:00,27.00,medium,24,,f
T-1d4ad7,A-0be015,2024-01-04 00:00:00,2024-01-06 00:00:00,68.00,urgent,44,4,f
T-69bbea,A-02fac6,2023-03-03 00:00:00,2023-03-03 00:00:00,16.00,medium,43,,f
T-b0f248,A-0be015,2024-11-26 00:00:00,2024-11-27 00:00:00,46.00,high,122,,f
T-676fdf,A-7920cc,2024-10-04 00:00:00,2024-10-05 00:00:00,26.00,medium,122,,f
T-80fc65,A-d82ef9,2024-10-08 00:00:00,2024-10-10 00:00:00,61.00,low,116,,t
T-7e129c,A-df10db,2023-12-04 00:00:00,2023-12-06 00:00:00,68.00,medium,46,3,t
T-a0545c,A-484819,2024-04-26 00:00:00,2024-04-26 00:00:00,6.00,medium,152,,f
T-2c4195,A-ffc04f,2024-01-08 00:00:00,2024-01-08 00:00:00,8.00,low,175,5,f
T-9fcefd,A-659280,2023-04-17 00:00:00,2023-04-17 00:00:00,2.00,low,91,4,f
T-c752b7,A-e36807,2024-09-20 00:00:00,2024-09-20 00:00:00,13.00,high,145,5,f
T-7c0dc3,A-b20d99,2023-08-08 00:00:00,2023-08-10 00:00:00,60.00,medium,32,4,f
T-5cf4eb,A-ce550d,2024-06-15 00:00:00,2024-06-15 00:00:00,18.00,high,169,4,f
T-b4957a,A-8ae3fc,2024-03-06 00:00:00,2024-03-06 00:00:00,2.00,urgent,73,,f
T-4a1a56,A-4e631b,2023-09-04 00:00:00,2023-09-05 00:00:00,29.00,urgent,86,,f
T-07694c,A-9779ad,2023-06-14 00:00:00,2023-06-14 00:00:00,9.00,high,96,,f
T-113483,A-1e50e0,2024-10-29 00:00:00,2024-10-29 00:00:00,22.00,urgent,116,,f
T-fc3f98,A-6f8ad2,2023-07-12 00:00:00,2023-07-14 00:00:00,50.00,urgent,17,4,f
T-466cea,A-ced9aa,2023-11-23 00:00:00,2023-11-23 00:00:00,10.00,medium,70,,f
T-8caacd,A-eb7c38,2023-08-16 00:00:00,2023-08-16 00:00:00,5.00,urgent,56,,f
T-87f0f2,A-425e76,2024-02-18 00:00:00,2024-02-20 00:00:00,70.00,medium,164,3,f
T-5df8d7,A-a6d261,2024-12-05 00:00:00,2024-12-07 00:00:00,49.00,medium,3,4,f
T-7098db,A-117171,2024-12-12 00:00:00,2024-12-14 00:00:00,49.00,low,95,4,f
T-39076a,A-b7724f,2024-01-22 00:00:00,2024-01-23 00:00:00,28.00,urgent,15,3,f
T-ddcfa7,A-40906c,2024-05-26 00:00:00,2024-05-26 00:00:00,6.00,medium,84,3,f
T-4f2be5,A-3ce5b8,2023-04-07 00:00:00,2023-04-08 00:00:00,45.00,medium,137,5,f
T-91aaf3,A-e1462e,2023-04-18 00:00:00,2023-04-20 00:00:00,67.00,high,122,4,f
T-39b9b3,A-779e4e,2023-03-24 00:00:00,2023-03-24 00:00:00,23.00,urgent,86,,f
T-3c3935,A-c1e51e,2023-01-29 00:00:00,2023-01-30 00:00:00,26.00,urgent,15,3,f
T-7ff36c,A-0cc442,2023-04-28 00:00:00,2023-04-28 00:00:00,22.00,medium,11,,f
T-153c4f,A-297a2d,2024-05-14 00:00:00,2024-05-16 00:00:00,55.00,high,9,,f
T-2b9ac2,A-cbbe12,2023-06-30 00:00:00,2023-07-02 00:00:00,68.00,low,163,5,f
T-59dfb0,A-82861f,2024-12-18 00:00:00,2024-12-20 00:00:00,59.00,medium,24,3,f
T-ef9608,A-2bc93d,2023-05-28 00:00:00,2023-05-28 00:00:00,17.00,urgent,112,4,f
T-77dffb,A-ee42db,2023-12-18 00:00:00,2023-12-18 00:00:00,11.00,medium,80,3,f
T-77064e,A-cab532,2024-03-28 00:00:00,2024-03-29 00:00:00,32.00,low,175,4,f
T-762eff,A-0f6450,2023-04-24 00:00:00,2023-04-25 00:00:00,28.00,low,46,3,f
T-584792,A-d82ef9,2023-10-15 00:00:00,2023-10-17 00:00:00,51.00,low,121,4,f
T-a67c6a,A-40de06,2024-02-18 00:00:00,2024-02-20 00:00:00,55.00,urgent,24,,f
T-0ebaee,A-659280,2024-03-05 00:00:00,2024-03-05 00:00:00,2.00,medium,178,,f
T-d035ff,A-86902e,2024-03-13 00:00:00,2024-03-15 00:00:00,54.00,urgent,22,,f
T-9e0fbe,A-42b791,2023-12-12 00:00:00,2023-12-13 00:00:00,38.00,urgent,34,3,f
T-48a7e1,A-0baac2,2024-06-30 00:00:00,2024-07-01 00:00:00,44.00,low,79,,f
T-7dfcbc,A-ac9111,2023-06-21 00:00:00,2023-06-21 00:00:00,20.00,urgent,94,5,f
T-011d44,A-dfbd31,2024-03-29 00:00:00,2024-03-29 00:00:00,13.00,low,159,4,f
T-371908,A-d49cc5,2024-04-13 00:00:00,2024-04-13 00:00:00,7.00,low,53,,f
T-bc73ad,A-fd7ad3,2024-10-08 00:00:00,2024-10-09 00:00:00,45.00,low,103,5,f
T-2d7007,A-bd4708,2024-12-13 00:00:00,2024-12-15 00:00:00,51.00,high,176,,f
T-1e7cbe,A-bb3bd4,2023-07-10 00:00:00,2023-07-11 00:00:00,25.00,high,158,,f
T-eaf4bf,A-f446b6,2023-07-26 00:00:00,2023-07-27 00:00:00,47.00,urgent,114,5,f
T-885cc0,A-798a3f,2024-05-11 00:00:00,2024-05-11 00:00:00,10.00,high,33,5,f
T-4e6353,A-ffc04f,2024-05-13 00:00:00,2024-05-14 00:00:00,29.00,low,123,,f
T-73bcc4,A-d27f50,2024-05-01 00:00:00,2024-05-02 00:00:00,35.00,medium,108,5,f
T-882ab9,A-65c341,2023-07-23 00:00:00,2023-07-24 00:00:00,34.00,high,90,,f
T-88c429,A-700ade,2024-11-03 00:00:00,2024-11-04 00:00:00,26.00,urgent,22,,f
T-70430b,A-856b1e,2023-03-25 00:00:00,2023-03-26 00:00:00,25.00,low,8,,f
T-36a591,A-18793f,2023-12-09 00:00:00,2023-12-10 00:00:00,45.00,low,99,3,f
T-016d69,A-f97b9a,2023-03-18 00:00:00,2023-03-19 00:00:00,43.00,high,85,,f
T-2a5b67,A-118d55,2023-07-24 00:00:00,2023-07-25 00:00:00,37.00,medium,47,5,f
T-7976e4,A-50f3f7,2023-06-17 00:00:00,2023-06-19 00:00:00,70.00,medium,31,5,f
T-d1973c,A-0532a9,2023-03-11 00:00:00,2023-03-13 00:00:00,55.00,low,88,,f
T-9dc012,A-fda07f,2023-09-24 00:00:00,2023-09-24 00:00:00,12.00,high,2,,f
T-d2dda8,A-81edc3,2023-07-01 00:00:00,2023-07-02 00:00:00,29.00,high,75,3,f
T-c01944,A-c37cab,2024-03-28 00:00:00,2024-03-29 00:00:00,42.00,medium,146,3,f
T-84745f,A-c16cf7,2023-01-20 00:00:00,2023-01-21 00:00:00,37.00,medium,165,,f
T-46f3a5,A-7c4956,2024-12-22 00:00:00,2024-12-22 00:00:00,11.00,low,64,,f
T-575b7e,A-e351e1,2023-10-05 00:00:00,2023-10-05 00:00:00,20.00,low,9,5,f
T-2e8ffa,A-56962b,2023-08-15 00:00:00,2023-08-15 00:00:00,5.00,medium,153,,f
T-e65eaf,A-5b1bcd,2024-09-06 00:00:00,2024-09-07 00:00:00,43.00,urgent,14,,f
T-d23384,A-600734,2023-09-03 00:00:00,2023-09-05 00:00:00,69.00,high,74,4,f
T-c512cd,A-86cdb4,2024-11-07 00:00:00,2024-11-07 00:00:00,5.00,high,81,3,f
T-13a6c8,A-b44e3e,2023-12-27 00:00:00,2023-12-27 00:00:00,10.00,urgent,119,4,f
T-c53a87,A-10b8da,2023-02-19 00:00:00,2023-02-20 00:00:00,37.00,high,105,,f
T-accc3f,A-53f4e3,2024-01-20 00:00:00,2024-01-21 00:00:00,36.00,urgent,55,4,f
T-4d9add,A-6965e1,2023-08-12 00:00:00,2023-08-12 00:00:00,18.00,high,155,3,f
T-391128,A-0dbdc6,2023-09-11 00:00:00,2023-09-13 00:00:00,70.00,medium,92,,f
T-02ebc4,A-0354fe,2023-01-20 00:00:00,2023-01-20 00:00:00,2.00,low,78,5,f
T-95e4c4,A-484819,2024-02-24 00:00:00,2024-02-26 00:00:00,60.00,low,176,4,f
T-2859a9,A-c1e51e,2024-10-29 00:00:00,2024-10-31 00:00:00,64.00,urgent,59,3,f
T-80caf3,A-7641d3,2023-02-21 00:00:00,2023-02-23 00:00:00,55.00,urgent,123,,f
T-fc38c0,A-a1b80b,2023-01-21 00:00:00,2023-01-22 00:00:00,36.00,low,107,3,f
T-d1454f,A-68f37c,2024-09-12 00:00:00,2024-09-12 00:00:00,17.00,medium,42,4,f
T-f79198,A-0f7d77,2023-11-30 00:00:00,2023-12-01 00:00:00,25.00,medium,17,,f
T-2f8785,A-cdf020,2023-12-26 00:00:00,2023-12-26 00:00:00,2.00,low,121,5,f
T-c961eb,A-f9cc74,2024-12-09 00:00:00,2024-12-11 00:00:00,50.00,medium,26,3,f
T-5d144c,A-462d45,2023-09-18 00:00:00,2023-09-19 00:00:00,24.00,urgent,43,,f
T-bb236d,A-cd458b,2024-06-25 00:00:00,2024-06-26 00:00:00,45.00,urgent,61,5,f
T-4616b9,A-17939a,2024-02-06 00:00:00,2024-02-08 00:00:00,66.00,high,105,5,f
T-149155,A-5b4ebb,2024-01-02 00:00:00,2024-01-02 00:00:00,11.00,medium,17,,f
T-2ef7b5,A-a1bbb6,2023-10-27 00:00:00,2023-10-27 00:00:00,1.00,high,168,,f
T-b8a88e,A-94c3cd,2023-03-20 00:00:00,2023-03-22 00:00:00,55.00,medium,175,4,f
T-e0928c,A-cbbe12,2023-09-04 00:00:00,2023-09-04 00:00:00,19.00,urgent,26,4,f
T-86e8cc,A-ced9aa,2023-07-20 00:00:00,2023-07-20 00:00:00,17.00,low,147,,f
T-1070ee,A-bb1eaa,2023-10-04 00:00:00,2023-10-06 00:00:00,51.00,urgent,178,,f
T-c5474d,A-00cac8,2023-06-06 00:00:00,2023-06-08 00:00:00,65.00,urgent,149,,f
T-3c2ede,A-a1bbb6,2023-08-24 00:00:00,2023-08-24 00:00:00,16.00,high,147,4,f
T-e18407,A-3b5cd1,2024-12-21 00:00:00,2024-12-23 00:00:00,60.00,urgent,92,,f
T-804db5,A-9f0b68,2024-12-09 00:00:00,2024-12-11 00:00:00,50.00,high,122,,f
T-ebcbc7,A-7e0a10,2023-09-02 00:00:00,2023-09-02 00:00:00,11.00,urgent,41,3,f
T-b95195,A-cdf020,2023-07-11 00:00:00,2023-07-13 00:00:00,69.00,medium,28,,f
T-326fb6,A-1f559b,2023-06-28 00:00:00,2023-06-29 00:00:00,32.00,high,142,4,f
T-4013e1,A-5b4ebb,2023-02-19 00:00:00,2023-02-21 00:00:00,70.00,low,18,5,f
T-99dba7,A-dcc3f1,2024-05-01 00:00:00,2024-05-02 00:00:00,44.00,low,126,4,f
T-cbc3ab,A-1f7acb,2023-01-20 00:00:00,2023-01-22 00:00:00,65.00,high,155,5,f
T-2354bb,A-d26ab4,2023-08-30 00:00:00,2023-08-31 00:00:00,47.00,medium,72,,f
T-4e07bf,A-600734,2023-10-29 00:00:00,2023-10-29 00:00:00,14.00,urgent,123,3,f
T-c39af4,A-149a69,2024-10-19 00:00:00,2024-10-21 00:00:00,65.00,low,59,,f
T-4ebe83,A-6e7827,2024-09-25 00:00:00,2024-09-26 00:00:00,35.00,low,86,3,f
T-00f542,A-158f4e,2024-04-18 00:00:00,2024-04-19 00:00:00,24.00,medium,83,5,f
T-75271b,A-751bd4,2023-10-22 00:00:00,2023-10-22 00:00:00,19.00,medium,101,,f
T-dfd61e,A-b2af2e,2024-01-09 00:00:00,2024-01-11 00:00:00,65.00,low,91,4,f
T-a56288,A-4a267b,2023-06-22 00:00:00,2023-06-22 00:00:00,5.00,high,25,5,f
T-f45502,A-781cc0,2024-08-17 00:00:00,2024-08-19 00:00:00,64.00,high,120,5,f
T-3bc756,A-a0ca4e,2023-04-24 00:00:00,2023-04-24 00:00:00,10.00,low,129,4,t
T-eb6b8e,A-02cd81,2024-07-10 00:00:00,2024-07-10 00:00:00,9.00,high,99,4,t
T-d8ba4b,A-ffc04f,2023-11-12 00:00:00,2023-11-12 00:00:00,1.00,medium,17,5,f
T-01c405,A-c16b88,2023-03-15 00:00:00,2023-03-16 00:00:00,36.00,medium,121,,f
T-e6d7c6,A-c58f49,2024-08-13 00:00:00,2024-08-13 00:00:00,13.00,medium,95,5,f
T-0f7d84,A-a6d261,2024-10-27 00:00:00,2024-10-29 00:00:00,48.00,medium,81,,f
T-ca8cb0,A-2b9d3e,2024-03-12 00:00:00,2024-03-13 00:00:00,28.00,low,127,5,f
T-5d7ef5,A-9ee962,2024-02-11 00:00:00,2024-02-13 00:00:00,64.00,high,23,4,f
T-b1720e,A-bb1486,2023-08-27 00:00:00,2023-08-27 00:00:00,13.00,high,118,,f
T-78fcb1,A-39868b,2024-01-02 00:00:00,2024-01-02 00:00:00,18.00,urgent,16,5,f
T-3b9fea,A-f97b9a,2023-09-16 00:00:00,2023-09-16 00:00:00,5.00,low,58,,f
T-5df3d2,A-c42f1f,2024-04-05 00:00:00,2024-04-06 00:00:00,37.00,high,97,,f
T-8206d0,A-9bfc9f,2024-09-23 00:00:00,2024-09-24 00:00:00,47.00,urgent,21,,f
T-fa1316,A-712426,2024-05-18 00:00:00,2024-05-20 00:00:00,60.00,low,169,4,f
T-ac52cc,A-87aa7b,2024-03-19 00:00:00,2024-03-19 00:00:00,1.00,medium,64,,f
T-e8ac58,A-1ac5e0,2023-01-10 00:00:00,2023-01-11 00:00:00,45.00,medium,21,5,f
T-cddf95,A-bcf87c,2024-01-09 00:00:00,2024-01-11 00:00:00,70.00,medium,40,3,f
T-f0aca7,A-1b9609,2024-04-22 00:00:00,2024-04-24 00:00:00,62.00,urgent,74,3,f
T-c6ee94,A-f446b6,2024-11-25 00:00:00,2024-11-25 00:00:00,18.00,high,127,,t
T-9e6b9a,A-39868b,2023-06-10 00:00:00,2023-06-12 00:00:00,50.00,high,144,,f
T-b04488,A-d40bf7,2024-11-03 00:00:00,2024-11-03 00:00:00,14.00,urgent,80,5,f
T-2b0275,A-22f2df,2024-06-14 00:00:00,2024-06-16 00:00:00,57.00,high,49,,f
T-49f7fa,A-68f37c,2024-04-20 00:00:00,2024-04-20 00:00:00,18.00,high,139,,f
T-6676f9,A-3d957b,2024-03-05 00:00:00,2024-03-07 00:00:00,53.00,high,40,3,f
T-820846,A-180abf,2024-07-30 00:00:00,2024-07-30 00:00:00,10.00,medium,44,,f
T-d66f0f,A-8b25f2,2023-12-03 00:00:00,2023-12-05 00:00:00,52.00,medium,15,5,f
T-4486bf,A-1619f8,2024-11-11 00:00:00,2024-11-12 00:00:00,47.00,urgent,152,,f
T-b51da1,A-354f12,2023-08-03 00:00:00,2023-08-05 00:00:00,66.00,low,104,,f
T-e34acc,A-9bfc9f,2023-08-24 00:00:00,2023-08-25 00:00:00,27.00,low,30,3,f
T-8d5902,A-e61e98,2023-07-01 00:00:00,2023-07-02 00:00:00,39.00,medium,58,5,f
T-7d878f,A-54d94a,2024-07-19 00:00:00,2024-07-21 00:00:00,67.00,medium,18,3,f
T-508c6e,A-151c9a,2024-06-01 00:00:00,2024-06-01 00:00:00,23.00,medium,176,3,f
T-233db8,A-a0ca4e,2023-10-03 00:00:00,2023-10-04 00:00:00,34.00,low,133,3,f
T-e112be,A-34ea2f,2023-11-03 00:00:00,2023-11-04 00:00:00,40.00,urgent,74,4,f
T-d6e90f,A-e4bf56,2024-03-22 00:00:00,2024-03-24 00:00:00,69.00,urgent,142,3,f
T-f97a8b,A-0e966d,2024-09-11 00:00:00,2024-09-11 00:00:00,22.00,medium,100,5,t
T-ed09ab,A-94d3da,2024-12-27 00:00:00,2024-12-28 00:00:00,25.00,high,130,,f
T-2537ea,A-5a3eb9,2023-04-15 00:00:00,2023-04-16 00:00:00,40.00,high,71,,f
T-17884a,A-104f1a,2023-08-07 00:00:00,2023-08-08 00:00:00,34.00,medium,38,3,f
T-2d3ea5,A-e4bf56,2024-08-27 00:00:00,2024-08-28 00:00:00,26.00,urgent,124,,f
T-4d29dc,A-5a92e7,2023-01-04 00:00:00,2023-01-05 00:00:00,25.00,urgent,147,,f
T-273811,A-029f69,2023-06-23 00:00:00,2023-06-25 00:00:00,49.00,low,85,,f
T-ce9e96,A-7a0d69,2024-04-25 00:00:00,2024-04-25 00:00:00,22.00,high,22,5,f
T-d3a975,A-3ce5b8,2023-10-08 00:00:00,2023-10-09 00:00:00,34.00,urgent,169,3,f
T-2e98ad,A-854864,2023-09-14 00:00:00,2023-09-16 00:00:00,54.00,medium,90,5,f
T-d6da92,A-2d1036,2024-11-30 00:00:00,2024-11-30 00:00:00,7.00,urgent,83,5,f
T-7b5fdd,A-5a184f,2023-06-28 00:00:00,2023-06-28 00:00:00,4.00,low,56,5,f
T-629f53,A-37f969,2023-12-29 00:00:00,2023-12-29 00:00:00,19.00,low,176,,t
T-f367ef,A-c7ffc2,2023-10-12 00:00:00,2023-10-14 00:00:00,63.00,low,143,,f
T-2b2a49,A-39b19f,2024-06-04 00:00:00,2024-06-05 00:00:00,28.00,medium,174,,f
T-e6e80e,A-ffc04f,2023-06-23 00:00:00,2023-06-23 00:00:00,21.00,urgent,21,,f
T-df5e8e,A-b48f73,2023-06-22 00:00:00,2023-06-23 00:00:00,39.00,high,40,3,f
T-bf2cc6,A-e2cd1b,2023-05-12 00:00:00,2023-05-13 00:00:00,32.00,high,162,3,f
T-b43b6a,A-4ae22a,2024-08-09 00:00:00,2024-08-09 00:00:00,9.00,urgent,10,,f
T-d553b7,A-39b19f,2023-08-06 00:00:00,2023-08-07 00:00:00,25.00,low,5,4,f
T-0313d4,A-ad64c6,2024-11-04 00:00:00,2024-11-06 00:00:00,52.00,medium,173,,f
T-8d4cd3,A-f25509,2023-07-13 00:00:00,2023-07-15 00:00:00,68.00,high,169,,f
T-67350b,A-8adedc,2024-08-19 00:00:00,2024-08-19 00:00:00,18.00,low,19,,f
T-81c410,A-3f9cc0,2023-12-07 00:00:00,2023-12-09 00:00:00,56.00,urgent,138,,f
T-e6e1ba,A-d922bf,2023-05-28 00:00:00,2023-05-29 00:00:00,41.00,medium,146,,t
