subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-01bbff,A-de24d5,2024-11-17,,Basic,5,95.00,1140.00,f,f,f,f,annual,t
S-31d765,A-7dacce,2024-04-12,,Pro,12,0.00,0.00,t,t,f,f,annual,t
S-c64b73,A-de58ca,2023-04-20,,Pro,15,735.00,8820.00,f,f,f,f,annual,t
S-720940,A-2bc93d,2023-07-29,,Basic,20,380.00,4560.00,f,t,f,f,monthly,t
S-e753fa,A-a6d261,2024-06-02,,Pro,28,1372.00,16464.00,f,t,f,f,annual,t
S-755502,A-5a3eb9,2024-05-28,,Enterprise,18,3582.00,42984.00,f,f,f,f,annual,t
S-5480a7,A-94d3da,2023-05-06,,Enterprise,41,8159.00,97908.00,f,t,f,f,annual,t
S-db7a77,A-7df7a7,2023-12-13,,Enterprise,15,2985.00,35820.00,f,f,f,f,annual,t
S-6403db,A-37f969,2023-02-11,,Basic,51,969.00,11628.00,f,f,f,f,monthly,t
S-22f096,A-c58f49,2024-10-15,,Enterprise,70,13930.00,167160.00,f,f,f,f,monthly,t
S-20f1bd,A-bb2f49,2024-02-16,,Pro,16,784.00,9408.00,f,f,f,f,monthly,t
S-bbff6f,A-df10db,2024-05-19,,Pro,26,1274.00,15288.00,f,f,f,f,monthly,t
S-3a694d,A-781cc0,2024-10-11,,Pro,20,980.00,11760.00,f,f,f,f,monthly,f
S-e1820e,A-0651a4,2024-11-24,,Enterprise,19,3781.00,45372.00,f,f,f,f,annual,t
S-67595c,A-508199,2024-08-02,,Basic,27,513.00,6156.00,f,f,f,f,annual,f
S-17fb4d,A-71615e,2024-04-07,,Enterprise,15,2985.00,35820.00,f,f,f,f,monthly,t
S-f8a794,A-dec005,2023-12-22,,Enterprise,31,6169.00,74028.00,f,f,f,f,monthly,t
S-dc1c10,A-139c3b,2024-11-28,,Basic,29,551.00,6612.00,f,f,f,f,annual,t
S-59d050,A-751c58,2024-11-10,,Pro,45,2205.00,26460.00,f,t,f,f,monthly,t
S-a3b329,A-3a7284,2024-12-23,,Basic,37,703.00,8436.00,f,f,t,f,monthly,f
S-2881e0,A-42e5e1,2024-07-21,,Pro,1,49.00,588.00,f,f,t,f,annual,t
S-5d532c,A-cd458b,2024-12-26,,Enterprise,10,1990.00,23880.00,f,f,t,f,monthly,t
S-f9c661,A-1e50e0,2024-05-09,,Enterprise,19,3781.00,45372.00,f,f,f,f,annual,t
S-817e4b,A-42b791,2024-08-10,,Enterprise,75,14925.00,179100.00,f,f,f,f,annual,f
S-59be40,A-94f8c9,2024-10-21,,Basic,13,247.00,2964.00,f,f,f,f,annual,t
S-d82234,A-d77f4c,2024-12-17,2024-12-18,Pro,4,196.00,2352.00,f,t,f,t,annual,t
S-68f388,A-671f31,2024-11-27,,Basic,59,1121.00,13452.00,f,f,f,f,monthly,t
S-eae806,A-c37601,2024-12-30,,Enterprise,54,10746.00,128952.00,f,f,f,f,monthly,f
S-1f0d7f,A-32728c,2024-05-05,,Basic,20,380.00,4560.00,f,f,f,f,annual,t
S-544f34,A-fdfc91,2024-09-05,,Pro,29,1421.00,17052.00,f,f,f,f,monthly,t
S-e71203,A-117171,2024-02-10,,Enterprise,45,8955.00,107460.00,f,f,t,f,monthly,t
S-a53eac,A-9077b0,2024-11-18,,Basic,2,0.00,0.00,t,f,f,f,monthly,t
S-efdeae,A-3793ee,2024-10-23,,Enterprise,49,9751.00,117012.00,f,f,f,f,monthly,f
S-29ccb8,A-eb1312,2024-12-28,,Basic,25,475.00,5700.00,f,f,f,f,annual,t
S-467016,A-e83938,2024-11-28,,Enterprise,7,1393.00,16716.00,f,f,f,f,monthly,t
S-12a13c,A-40a557,2024-12-14,,Enterprise,16,3184.00,38208.00,f,f,f,f,monthly,t
S-82ffca,A-508199,2024-01-30,,Enterprise,19,3781.00,45372.00,f,f,f,f,annual,f
S-85b5ce,A-e7a1e2,2024-12-26,,Basic,10,190.00,2280.00,f,f,f,f,annual,t
S-c1c645,A-443b7c,2024-06-10,,Basic,4,76.00,912.00,f,t,f,f,annual,t
S-02984e,A-2e3bad,2024-06-21,,Enterprise,61,12139.00,145668.00,f,f,f,f,annual,t
S-15e705,A-adc1f3,2024-12-18,,Pro,9,441.00,5292.00,f,f,f,f,annual,t
S-0a19d1,A-5b4ebb,2024-10-21,,Enterprise,21,4179.00,50148.00,f,f,f,f,annual,f
S-d50d25,A-6f50ae,2024-07-13,,Pro,19,931.00,11172.00,f,f,f,f,annual,t
S-cb2ad3,A-52dd88,2024-11-13,,Basic,28,532.00,6384.00,f,t,f,f,annual,t
S-15afd8,A-5c046d,2024-12-18,,Enterprise,93,18507.00,222084.00,f,f,f,f,annual,t
S-e79dbc,A-2e4581,2024-10-30,,Pro,66,0.00,0.00,t,f,f,f,monthly,t
S-33200e,A-f5641b,2024-06-08,,Enterprise,31,6169.00,74028.00,f,f,f,f,monthly,t
S-d5eae3,A-e7a1e2,2024-09-08,,Enterprise,12,2388.00,28656.00,f,f,f,f,monthly,f
S-f20079,A-8ae3fc,2024-12-16,,Basic,20,380.00,4560.00,f,f,f,f,monthly,t
S-93622a,A-d4ac0e,2024-10-05,,Basic,156,0.00,0.00,t,f,f,f,monthly,t
S-c62bb7,A-0a62f5,2024-09-16,,Enterprise,16,3184.00,38208.00,f,f,f,f,monthly,t
S-6696a0,A-82861f,2024-04-08,,Basic,41,779.00,9348.00,f,f,f,f,monthly,t
S-510999,A-7da956,2024-06-30,,Enterprise,13,0.00,0.00,t,t,f,f,monthly,t
S-255846,A-9a532a,2024-08-28,,Enterprise,33,6567.00,78804.00,f,f,f,f,monthly,t
S-fd8bb6,A-337bc1,2023-02-08,,Pro,30,1470.00,17640.00,f,f,f,f,monthly,t
S-d7461b,A-fa3095,2023-12-17,,Pro,70,3430.00,41160.00,f,f,f,f,monthly,t
S-2361ec,A-c45b23,2024-12-12,2024-12-15,Enterprise,26,5174.00,62088.00,f,f,f,t,annual,t
S-9c47f6,A-5b1bcd,2024-04-13,,Pro,73,0.00,0.00,t,f,f,f,annual,t
S-c20518,A-b2af2e,2024-10-14,,Enterprise,5,995.00,11940.00,f,f,f,f,monthly,t
S-cdf835,A-f19409,2024-04-17,,Pro,23,1127.00,13524.00,f,f,f,f,monthly,f
S-cde2c6,A-dec005,2024-09-17,,Enterprise,21,4179.00,50148.00,f,f,f,f,monthly,t
S-af6974,A-86cdb4,2024-11-23,,Pro,18,882.00,10584.00,f,f,f,f,annual,t
S-38c5fd,A-32fb14,2023-11-20,2024-06-28,Basic,26,494.00,5928.00,f,f,f,t,annual,t
S-7bf6d8,A-fe79a5,2024-03-23,,Basic,9,0.00,0.00,t,f,f,f,annual,t
S-ada98e,A-2789e3,2024-10-21,,Basic,11,209.00,2508.00,f,t,f,f,annual,t
S-3a3be9,A-1b707d,2024-03-05,2024-07-14,Basic,8,152.00,1824.00,f,f,f,t,annual,t
S-d4e525,A-7988d1,2024-07-25,,Basic,33,627.00,7524.00,f,f,f,f,annual,t
S-8a6579,A-80eeb6,2024-01-11,,Basic,22,418.00,5016.00,f,t,f,f,annual,t
S-db7a97,A-e60f9d,2024-11-11,,Enterprise,48,9552.00,114624.00,f,f,t,f,monthly,t
S-699110,A-fda07f,2024-01-10,,Enterprise,27,5373.00,64476.00,f,t,f,f,annual,f
S-f5f52a,A-7641d3,2024-06-18,,Pro,8,392.00,4704.00,f,f,f,f,annual,t
S-748318,A-726cfa,2024-03-11,,Basic,14,266.00,3192.00,f,f,f,f,annual,t
S-bb7eef,A-798a3f,2023-12-26,2024-04-24,Basic,31,589.00,7068.00,f,t,f,t,annual,t
S-af6536,A-13466a,2024-11-02,2024-10-28,Enterprise,40,7960.00,95520.00,f,f,f,t,monthly,t
S-5f75b5,A-1b707d,2024-04-13,,Enterprise,19,3781.00,45372.00,f,f,f,f,annual,t
S-6f47c5,A-0b0d6d,2024-12-31,2024-12-31,Enterprise,13,2587.00,31044.00,f,f,f,t,annual,t
S-552434,A-7f4db3,2024-08-14,,Pro,79,3871.00,46452.00,f,f,f,f,annual,t
S-86615c,A-592832,2024-03-10,,Enterprise,26,5174.00,62088.00,f,t,f,f,monthly,t
S-778307,A-f17767,2023-11-15,,Pro,23,1127.00,13524.00,f,f,f,f,monthly,t
S-1e1853,A-089363,2024-11-25,2024-12-31,Enterprise,26,5174.00,62088.00,f,f,f,t,monthly,t
S-e371b7,A-310452,2024-12-28,,Enterprise,50,9950.00,119400.00,f,f,f,f,monthly,t
S-36885c,A-02cd81,2024-07-04,,Pro,44,0.00,0.00,t,f,f,f,annual,t
S-304f59,A-625d0b,2024-10-15,,Basic,25,0.00,0.00,t,f,f,f,annual,t
S-3e5d57,A-503d5a,2024-01-24,,Basic,25,0.00,0.00,t,f,f,f,annual,t
S-013f5c,A-40de06,2024-07-16,,Pro,35,0.00,0.00,t,f,f,f,annual,t
S-acb7af,A-8adedc,2024-05-23,,Enterprise,4,0.00,0.00,t,f,f,f,annual,t
S-9fae95,A-96bbc6,2024-08-12,,Enterprise,56,11144.00,133728.00,f,t,f,f,annual,t
S-70cf3c,A-3b5cd1,2024-03-24,,Pro,13,637.00,7644.00,f,f,f,f,monthly,t
S-d26bbf,A-054577,2024-06-29,,Pro,35,1715.00,20580.00,f,f,f,f,monthly,t
S-f7ef84,A-b11cd0,2023-12-30,,Pro,26,1274.00,15288.00,f,f,f,f,annual,t
S-7480e6,A-524364,2024-12-31,,Enterprise,43,8557.00,102684.00,f,f,f,f,annual,t
S-b95b76,A-dbc825,2024-02-05,,Pro,19,931.00,11172.00,f,f,f,f,monthly,t
S-639754,A-034368,2023-12-14,,Basic,19,0.00,0.00,t,f,f,f,monthly,t
S-06e3cd,A-42e5e1,2024-10-22,,Basic,22,0.00,0.00,t,f,f,f,monthly,t
S-0e43ee,A-09540c,2024-05-28,,Enterprise,67,13333.00,159996.00,f,f,f,f,monthly,t
S-a408fe,A-02fac6,2024-10-18,,Pro,22,1078.00,12936.00,f,t,f,f,monthly,t
S-916cca,A-e51ec7,2024-04-10,2024-10-31,Basic,3,0.00,0.00,t,t,f,t,annual,t
S-332e0d,A-3b5cd1,2023-09-30,,Pro,13,0.00,0.00,t,f,t,f,monthly,t
S-5798f3,A-d77f4c,2024-07-21,,Pro,7,343.00,4116.00,f,f,f,f,monthly,f
S-ea389c,A-df10db,2024-08-09,,Basic,14,266.00,3192.00,f,f,f,f,monthly,t
S-8932ce,A-fa3095,2024-12-18,,Basic,70,1330.00,15960.00,f,f,f,f,monthly,t
S-14d515,A-eb7c38,2024-02-07,,Enterprise,33,6567.00,78804.00,f,f,f,f,monthly,f
S-99efdc,A-4e44e8,2024-12-19,,Enterprise,17,3383.00,40596.00,f,f,f,f,annual,t
S-183502,A-4e960a,2024-11-04,,Enterprise,71,14129.00,169548.00,f,f,f,f,monthly,t
S-7ff88c,A-b7ef83,2024-12-30,,Pro,12,588.00,7056.00,f,f,f,f,monthly,f
S-583674,A-7c5768,2024-09-28,,Pro,6,0.00,0.00,t,f,f,f,monthly,t
S-6e0386,A-2d4502,2024-04-09,,Enterprise,22,4378.00,52536.00,f,f,f,f,monthly,t
S-79535e,A-4a4c2d,2024-11-12,,Pro,54,2646.00,31752.00,f,f,f,f,monthly,t
S-180ae3,A-cab532,2024-03-25,,Pro,11,539.00,6468.00,f,f,f,f,annual,t
S-31be9c,A-5f2961,2024-02-12,,Basic,55,1045.00,12540.00,f,f,f,f,monthly,f
S-183460,A-310452,2024-12-29,,Basic,9,171.00,2052.00,f,f,f,f,annual,t
S-2b608a,A-adc1f3,2024-09-18,,Basic,16,0.00,0.00,t,f,f,f,monthly,t
S-499ea3,A-c16cf7,2024-10-21,2024-12-11,Enterprise,24,4776.00,57312.00,f,f,f,t,monthly,t
S-a916c8,A-3cc791,2024-04-26,,Basic,12,0.00,0.00,t,f,f,f,monthly,f
S-4e563b,A-10b8f2,2024-04-26,,Basic,103,1957.00,23484.00,f,f,f,f,annual,t
S-f4e0a6,A-e61e98,2024-08-31,,Basic,19,361.00,4332.00,f,f,f,f,monthly,t
S-7717d6,A-378b99,2024-02-12,,Enterprise,32,0.00,0.00,t,t,f,f,monthly,t
S-ff4e21,A-7a0d69,2024-11-22,,Pro,6,294.00,3528.00,f,t,f,f,annual,t
S-40b133,A-432483,2023-11-04,,Basic,4,0.00,0.00,t,f,f,f,annual,f
S-92f228,A-779e4e,2023-09-01,,Basic,9,171.00,2052.00,f,f,f,f,annual,t
S-2aec7e,A-ce66f8,2024-05-21,,Basic,29,551.00,6612.00,f,f,f,f,annual,t
S-78f326,A-4c38bc,2024-04-21,,Basic,36,0.00,0.00,t,f,f,f,monthly,t
S-0e12d4,A-a45270,2024-02-08,,Pro,13,637.00,7644.00,f,f,f,f,monthly,t
S-9093cf,A-8ed5dd,2024-02-18,,Enterprise,30,5970.00,71640.00,f,f,f,f,monthly,t
S-db94ad,A-313be3,2024-11-14,,Enterprise,47,0.00,0.00,t,f,f,f,annual,t
S-59edf9,A-427b69,2024-12-16,,Basic,17,323.00,3876.00,f,f,f,f,monthly,f
S-e854de,A-18793f,2024-12-25,,Pro,148,7252.00,87024.00,f,f,f,f,monthly,t
S-28eeec,A-89ee83,2024-11-29,,Pro,2,98.00,1176.00,f,t,f,f,annual,t
S-b93c11,A-9f9299,2024-08-07,,Basic,28,532.00,6384.00,f,f,f,f,monthly,f
S-6cb3d7,A-fd7ad3,2024-11-26,2024-12-20,Pro,11,539.00,6468.00,f,t,f,t,annual,t
S-bbdf5c,A-b7ef83,2024-06-21,,Enterprise,8,1592.00,19104.00,f,f,f,f,monthly,t
S-5b8c4f,A-7c5768,2024-05-05,,Basic,8,152.00,1824.00,f,f,f,f,monthly,f
S-6b9696,A-c16cf7,2024-12-23,,Basic,35,665.00,7980.00,f,f,f,f,annual,t
S-9f009b,A-68f37c,2023-11-30,,Basic,16,0.00,0.00,t,f,f,f,monthly,t
S-8317da,A-d49cc5,2024-10-12,,Basic,50,950.00,11400.00,f,f,f,f,monthly,t
S-d61866,A-f17767,2023-03-22,,Enterprise,6,1194.00,14328.00,f,t,f,f,monthly,t
S-0b8b0c,A-f17767,2024-03-08,,Enterprise,1,199.00,2388.00,f,f,f,f,monthly,f
S-084930,A-c1e51e,2024-08-12,,Enterprise,3,597.00,7164.00,f,f,f,f,monthly,t
S-2abab6,A-ae052e,2024-01-22,2024-10-29,Pro,39,0.00,0.00,t,f,t,t,monthly,t
S-6b144c,A-3cc791,2024-10-04,,Basic,16,304.00,3648.00,f,f,f,f,annual,t
S-0efc9b,A-4bfa33,2024-12-13,,Basic,12,228.00,2736.00,f,f,f,f,monthly,t
S-f690e0,A-1f559b,2024-07-25,,Basic,7,133.00,1596.00,f,f,f,f,monthly,t
S-6ac338,A-2b9d3e,2024-08-29,,Basic,28,532.00,6384.00,f,f,f,f,annual,t
S-f52c97,A-40de06,2024-11-17,,Basic,28,532.00,6384.00,f,f,t,f,annual,t
S-8b00ff,A-40906c,2024-06-19,,Enterprise,92,18308.00,219696.00,f,f,f,f,annual,t
S-c7f25a,A-87aa7b,2024-10-08,,Basic,25,475.00,5700.00,f,t,f,f,monthly,t
S-dbee03,A-49b828,2023-05-16,,Basic,9,171.00,2052.00,f,f,f,f,monthly,t
S-1f15a2,A-7f4db3,2023-05-04,,Basic,39,0.00,0.00,t,f,f,f,annual,t
S-3da8ee,A-271f46,2024-11-22,,Enterprise,46,9154.00,109848.00,f,f,f,f,monthly,t
S-51dfbc,A-7f8241,2023-09-24,,Pro,34,1666.00,19992.00,f,f,f,f,monthly,f
S-027102,A-3c1a3f,2024-09-30,,Enterprise,3,597.00,7164.00,f,f,f,f,annual,t
S-d6f31b,A-b20d99,2024-03-11,,Enterprise,20,3980.00,47760.00,f,t,f,f,monthly,t
S-b5b39a,A-1f0636,2024-03-17,,Pro,105,0.00,0.00,t,f,f,f,annual,t
S-7ab956,A-53f4e3,2024-03-12,,Basic,13,247.00,2964.00,f,f,f,f,annual,t
S-0a7396,A-54d94a,2024-02-24,,Pro,27,1323.00,15876.00,f,f,t,f,monthly,t
S-337c84,A-2bc93d,2024-09-22,,Basic,29,551.00,6612.00,f,t,f,f,annual,t
S-b8c3e6,A-8ae05d,2024-12-13,,Enterprise,86,0.00,0.00,t,f,f,f,monthly,t
S-cd5968,A-ee42db,2023-10-21,,Pro,13,637.00,7644.00,f,f,f,f,monthly,t
S-dc3e11,A-2f6a32,2024-01-12,,Pro,19,931.00,11172.00,f,f,f,f,monthly,t
S-b18409,A-92a3af,2024-10-26,,Pro,25,1225.00,14700.00,f,f,f,f,monthly,t
S-d365af,A-4e44e8,2024-01-09,,Basic,11,209.00,2508.00,f,f,f,f,annual,t
S-eaf2e2,A-427b69,2024-10-24,,Pro,17,833.00,9996.00,f,f,f,f,annual,f
S-b7482e,A-cbd1a3,2024-12-16,,Basic,34,646.00,7752.00,f,f,f,f,annual,t
S-74704b,A-cb5333,2024-12-15,,Pro,33,1617.00,19404.00,f,f,f,f,monthly,t
S-f8e091,A-34d880,2024-10-21,,Enterprise,5,995.00,11940.00,f,f,f,f,monthly,t
S-41d741,A-65aeb5,2024-08-23,,Basic,28,532.00,6384.00,f,f,f,f,annual,t
S-79e254,A-474ad4,2024-03-23,,Pro,53,2597.00,31164.00,f,f,f,f,annual,f
S-2d21b9,A-b7b7b7,2024-12-07,,Pro,24,1176.00,14112.00,f,f,f,f,annual,t
S-d56460,A-d62e02,2024-02-10,,Enterprise,16,3184.00,38208.00,f,f,f,f,annual,t
S-8921cb,A-50bb9f,2024-07-22,,Enterprise,35,6965.00,83580.00,f,f,f,f,monthly,t
S-920d64,A-b7724f,2024-07-21,,Basic,12,228.00,2736.00,f,f,f,f,annual,t
S-ae7a5d,A-22f2df,2024-12-21,,Pro,15,735.00,8820.00,f,f,f,f,annual,t
S-d518e8,A-e4144b,2024-06-12,,Basic,41,0.00,0.00,t,f,f,f,monthly,t
S-3f1bb5,A-7e0a10,2023-12-21,,Basic,46,874.00,10488.00,f,f,f,f,annual,t
S-83ee41,A-ad3abd,2023-04-20,,Basic,44,836.00,10032.00,f,f,f,f,annual,t
S-9eeb7e,A-029f69,2024-02-12,,Basic,11,209.00,2508.00,f,f,f,f,monthly,f
S-649bb6,A-9f9299,2024-07-18,,Enterprise,28,5572.00,66864.00,f,f,f,f,annual,f
S-9f8b23,A-118f1c,2024-12-24,2024-12-26,Enterprise,128,25472.00,305664.00,f,f,f,t,annual,t
S-510009,A-0651a4,2024-11-16,,Enterprise,16,3184.00,38208.00,f,f,f,f,monthly,t
S-295bac,A-779e4e,2023-07-13,,Enterprise,58,11542.00,138504.00,f,f,f,f,monthly,t
S-b555de,A-af0cd2,2023-04-10,,Basic,19,361.00,4332.00,f,t,f,f,monthly,t
S-1f5841,A-b30291,2024-08-05,,Basic,5,95.00,1140.00,f,f,f,f,annual,t
S-0d6da2,A-e4144b,2024-11-28,,Enterprise,41,0.00,0.00,t,f,f,f,monthly,f
S-5c4dd7,A-0b0d6d,2024-12-31,,Pro,21,1029.00,12348.00,f,f,f,f,annual,t
S-904529,A-fe79a5,2024-02-03,2024-02-10,Basic,19,0.00,0.00,t,t,f,t,monthly,t
S-eed91a,A-22d9d2,2024-12-17,2024-12-20,Pro,32,1568.00,18816.00,f,f,t,t,monthly,t
S-71466f,A-d5a319,2024-01-16,,Basic,15,285.00,3420.00,f,f,f,f,annual,t
S-24d48b,A-7c83a1,2024-05-16,2024-07-29,Pro,12,588.00,7056.00,f,f,f,t,annual,t
S-518ce3,A-98a59a,2024-01-08,,Pro,148,0.00,0.00,t,f,t,f,annual,t
S-0e0ec8,A-cc102e,2024-06-05,,Basic,13,247.00,2964.00,f,f,f,f,annual,t
S-fe0869,A-d4e0d4,2024-11-16,,Enterprise,117,23283.00,279396.00,f,f,f,f,annual,t
S-457294,A-fa3095,2024-07-06,,Enterprise,70,13930.00,167160.00,f,f,f,f,monthly,t
S-3bb28f,A-37f969,2024-01-20,,Enterprise,30,5970.00,71640.00,f,t,f,f,monthly,t
S-31d8aa,A-96bbc6,2024-05-28,,Pro,39,1911.00,22932.00,f,t,f,f,annual,t
S-29c16b,A-afa505,2024-07-24,2024-06-10,Pro,70,3430.00,41160.00,f,f,f,t,monthly,t
S-b3f2cb,A-812c5b,2024-06-19,,Enterprise,55,0.00,0.00,t,f,f,f,monthly,t
S-5d6528,A-22d9d2,2024-07-23,,Enterprise,8,1592.00,19104.00,f,f,f,f,monthly,t
S-dbb8b9,A-58b9ff,2024-09-08,,Pro,2,98.00,1176.00,f,f,f,f,monthly,f
S-9f7ef0,A-b3fe05,2024-10-31,,Enterprise,46,9154.00,109848.00,f,f,f,f,monthly,t
S-2178f0,A-b30291,2024-09-26,2024-02-11,Basic,5,0.00,0.00,t,f,f,t,monthly,t
S-31cec4,A-34ea2f,2024-10-28,,Basic,8,152.00,1824.00,f,f,f,f,monthly,t
S-a1426b,A-cc98bc,2023-12-31,,Basic,32,608.00,7296.00,f,f,f,f,annual,f
S-5ea66d,A-503d5a,2024-12-18,,Enterprise,4,796.00,9552.00,f,f,f,f,annual,t
S-4f9730,A-8adedc,2024-07-21,,Enterprise,25,0.00,0.00,t,f,f,f,monthly,t
S-befdf1,A-68f37c,2024-02-27,,Basic,13,247.00,2964.00,f,f,f,f,monthly,t
S-2b504d,A-6a4e2d,2023-12-07,,Enterprise,9,1791.00,21492.00,f,f,f,f,annual,t
S-4484ae,A-b07346,2024-08-12,,Enterprise,51,10149.00,121788.00,f,t,f,f,monthly,t
S-a2e1dd,A-c37cab,2024-10-08,2024-09-29,Enterprise,13,0.00,0.00,t,f,f,t,monthly,t
S-00dea4,A-a6d261,2024-01-14,,Enterprise,15,2985.00,35820.00,f,f,f,f,monthly,t
S-b73fdf,A-dbc825,2024-04-26,2024-07-08,Basic,19,361.00,4332.00,f,f,f,t,annual,t
S-07e821,A-e61e98,2023-09-11,,Pro,37,1813.00,21756.00,f,f,f,f,monthly,t
S-c8292c,A-cb5333,2024-04-05,,Basic,51,0.00,0.00,t,f,f,f,annual,t
S-47b86b,A-524364,2024-12-31,,Pro,11,539.00,6468.00,f,f,f,f,monthly,t
S-07976e,A-81edc3,2024-12-07,,Pro,5,245.00,2940.00,f,f,f,f,monthly,t
S-412125,A-1b9609,2024-01-14,,Basic,16,304.00,3648.00,f,f,f,f,monthly,t
S-1d15a7,A-1e50e0,2023-03-23,,Enterprise,19,3781.00,45372.00,f,t,f,f,monthly,t
S-655049,A-9779ad,2024-10-27,,Basic,40,0.00,0.00,t,f,f,f,monthly,f
S-9cfabf,A-0f3e88,2023-05-08,,Basic,7,133.00,1596.00,f,f,f,f,annual,t
S-dd80e4,A-0532a9,2024-11-24,,Enterprise,21,4179.00,50148.00,f,t,f,f,annual,t
S-1fb7ac,A-117171,2024-12-14,2024-12-17,Pro,45,2205.00,26460.00,f,f,f,t,annual,t
S-576519,A-cc98bc,2023-05-27,,Enterprise,32,6368.00,76416.00,f,f,f,f,monthly,t
S-b23ec5,A-3be56b,2024-01-05,,Enterprise,18,3582.00,42984.00,f,f,t,f,annual,t
S-1cb993,A-84ebe4,2023-10-05,,Basic,18,342.00,4104.00,f,f,f,f,annual,t
S-c87692,A-dcc2f0,2023-02-10,,Basic,15,285.00,3420.00,f,f,f,f,annual,t
S-2aaa9c,A-4c38bc,2024-10-12,,Pro,36,1764.00,21168.00,f,f,f,f,monthly,t
S-8426e7,A-42e5e1,2024-10-18,,Enterprise,22,4378.00,52536.00,f,f,f,f,annual,t
S-ed857b,A-ad64c6,2024-07-03,,Enterprise,12,2388.00,28656.00,f,f,f,f,monthly,f
S-2843fe,A-089363,2024-06-26,,Basic,2,0.00,0.00,t,f,f,f,monthly,t
S-4c8e19,A-659280,2024-11-21,,Basic,17,323.00,3876.00,f,f,f,f,monthly,f
S-b4b084,A-ced9aa,2024-12-21,,Enterprise,5,995.00,11940.00,f,f,f,f,monthly,t
S-0802a4,A-a45270,2024-08-24,,Pro,79,3871.00,46452.00,f,f,f,f,annual,t
S-37879d,A-9779ad,2024-09-17,,Pro,40,1960.00,23520.00,f,f,f,f,monthly,f
S-8048cc,A-eb7c38,2024-04-07,,Basic,9,171.00,2052.00,f,f,t,f,annual,t
S-c2a14b,A-526d93,2024-08-11,2024-10-11,Enterprise,43,8557.00,102684.00,f,f,f,t,annual,f
S-549340,A-eb1312,2024-09-18,,Pro,25,1225.00,14700.00,f,f,f,f,monthly,t
S-83d49e,A-dbc825,2024-07-27,,Pro,19,931.00,11172.00,f,f,f,f,annual,t
S-2ad954,A-b9f5b1,2023-12-03,,Enterprise,42,0.00,0.00,t,f,f,f,monthly,t
S-4e4ef4,A-9ee962,2023-09-07,,Pro,25,1225.00,14700.00,f,f,t,f,monthly,t
S-a0d68d,A-c58f49,2024-10-08,,Basic,70,1330.00,15960.00,f,f,f,f,monthly,t
S-f3f2bd,A-560d27,2024-12-17,,Basic,29,0.00,0.00,t,f,f,f,annual,t
S-37a9e3,A-c608c8,2024-07-06,2024-06-29,Enterprise,11,2189.00,26268.00,f,f,f,t,monthly,f
S-c9d475,A-1986ca,2023-06-07,,Enterprise,20,3980.00,47760.00,f,f,f,f,annual,f
S-646813,A-a45270,2024-09-14,,Enterprise,14,0.00,0.00,t,f,f,f,monthly,t
S-d0bab8,A-94f8c9,2024-06-26,,Basic,74,1406.00,16872.00,f,t,f,f,annual,t
S-57bbae,A-a09355,2024-05-11,,Pro,14,686.00,8232.00,f,f,f,f,monthly,t
S-59778a,A-f6b2fb,2024-11-08,,Enterprise,49,9751.00,117012.00,f,f,f,f,monthly,t
S-94c40b,A-7c6b6b,2024-06-12,2024-12-26,Pro,26,1274.00,15288.00,f,f,f,t,annual,t
S-b9c6ce,A-e1462e,2024-06-10,,Enterprise,15,0.00,0.00,t,f,f,f,monthly,t
S-f1ffee,A-96215d,2024-09-30,,Enterprise,16,3184.00,38208.00,f,f,f,f,annual,f
S-cc30c5,A-b78bf8,2024-11-17,,Basic,33,627.00,7524.00,f,f,f,f,monthly,t
S-9fa60e,A-712426,2024-12-15,,Basic,9,171.00,2052.00,f,f,f,f,annual,t
S-44c2c1,A-2d1036,2024-02-08,,Pro,69,3381.00,40572.00,f,f,t,f,annual,t
S-3d6648,A-e2cd1b,2024-05-10,,Enterprise,15,0.00,0.00,t,f,f,f,monthly,t
S-d97fa8,A-508199,2024-02-20,,Basic,19,361.00,4332.00,f,f,f,f,monthly,t
S-398291,A-acb7f7,2024-07-15,,Enterprise,32,6368.00,76416.00,f,f,f,f,monthly,t
S-d7ee6f,A-35083d,2023-10-08,,Enterprise,19,3781.00,45372.00,f,t,f,f,annual,t
S-3663bb,A-de24d5,2024-12-19,,Enterprise,5,0.00,0.00,t,f,f,f,monthly,t
S-81cd46,A-ced9aa,2024-11-10,,Enterprise,6,1194.00,14328.00,f,f,f,f,annual,t
S-e6678a,A-54ecc2,2023-08-16,,Pro,4,196.00,2352.00,f,f,f,f,annual,f
S-69b66d,A-6da850,2024-08-01,,Basic,25,475.00,5700.00,f,t,f,f,annual,t
S-68565b,A-5c046d,2024-02-12,,Basic,93,1767.00,21204.00,f,f,f,f,annual,f
S-00b0bc,A-089363,2024-12-12,,Enterprise,9,0.00,0.00,t,f,f,f,annual,t
S-f6ca9e,A-c7ffc2,2024-10-27,,Enterprise,30,5970.00,71640.00,f,f,f,f,annual,t
S-8fd696,A-dec005,2024-11-15,2024-03-12,Enterprise,54,10746.00,128952.00,f,f,f,t,annual,f
S-71cb15,A-2d4502,2024-12-12,,Enterprise,34,6766.00,81192.00,f,f,f,f,annual,t
S-37dc91,A-a1bbb6,2024-04-10,,Pro,15,0.00,0.00,t,f,f,f,annual,t
